slug,rank,name,symbol,logo,description,website,whitepaper,twitter,telegram,discord,explorer,confirmed
stox,400,Stox,STX,"""stox-logo.png""",,https://www.stox.com/,https://www.stox.com/assets/stox-whitepaper.pdf,https://twitter.com/stx_coin,https://t.me/joinchat/DByWw0Pnq9BAy4FqPv_Lyg,,https://etherscan.io/token/0x006BeA43Baa3f7A6f765F14f10A1a1b08334EF45,1
bittorrent,401,BitTorrent,BTTOLD,"""base-logo.png""",,https://www.bittorrent.com/btt/,https://www.bittorrent.com/btt/btt-docs/BitTorrent_(BTT)_White_Paper_v0.8.7_Feb_2019.pdf,https://twitter.com/BitTorrent,https://t.me/BTTBitTorrent,,https://tronscan.org/#/token/1002000,1
venus,402,Venus,XVS,"""venus-logo.png""",,https://venus.io/,https://venus.io/Whitepaper.pdf,https://twitter.com/VenusProtocol,https://t.me/VenusProtocol,,https://bscscan.com/token/0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,1
tokocrypto,403,Toko Token,TKO,"""tokocrypto-logo.png""",,https://www.tokocrypto.com/,https://tokocrypto-public.oss-ap-southeast-5.aliyuncs.com/TKO%20White%20paper%20v4%20English%20Version.pdf,https://twitter.com/TokoCrypto,https://t.me/tkogroupofficial,,https://bscscan.com/token/0x9f589e3eabe42ebc94a44727b3f3531c0c877809,1
safepal,404,SafePal,SFP,"""safepal-logo.png""",,https://www.safepal.com,https://www.safepal.com/pub/SFP_Whitepaper.pdf?a=5,https://twitter.com/isafepal,,,https://bscscan.com/token/0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,1
stratis,405,Stratis [Old],STRAX,"""stratis-logo.png""",,,,,,,https://chainz.cryptoid.info/strat/,1
fanstime,406,FansTime,FTI,"""fanstime-logo.png""",,https://fanstime.org/,,https://twitter.com/FansTime_FTI,,,https://etherscan.io/token/0x943ed852dadb5c3938ecdc6883718df8142de4c8,1
vidt-datalink,407,VIDT Datalink,VIDT,"""vidt-datalink-logo.png""",,,,,,,https://etherscan.io/token/0x445f51299ef3307dbd75036dd896565f5b4bf7a5,1
seedify-fund,408,Seedify.fund,SFUND,"""seedify-fund-logo.png""",,https://seedify.fund/,https://docs.seedify.fund/,https://twitter.com/seedifyfund,https://t.me/seedifyfundofficial,,https://bscscan.com/token/0x477bc8d23c634c154061869478bce96be6045d12,1
terrausd,409,TerraClassicUSD,USTC,"""base-logo.png""",,https://terra.money,https://terra.money/Terra_White_paper.pdf,https://twitter.com/terra_money,https://t.me/TerraLunaChat,,https://finder.terra.money/,1
hex,410,HEX,HEX,"""hex-logo.png""",,https://hex.com/,https://hex.win/techspecs.html,https://twitter.com/HEXcrypto,https://t.me/HEXcrypto,,https://etherscan.io/token/0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,1
my-defi-pet,411,My DeFi Pet,DPET,"""my-defi-pet-logo.png""",,https://mydefipet.com/,,https://twitter.com/MyDeFiPet,https://t.me/mydefipet,,https://bscscan.com/token/0xfb62ae373aca027177d1c18ee0862817f9080d08,1
six,412,SIX,SIX,"""six-logo.png""",,https://six.network/,https://github.com/thesixnetwork,https://twitter.com/theSIXnetwork,https://t.me/SIXnetwork,,https://stellar.expert/explorer/public/asset/SIX-GDMS6EECOH6MBMCP3FYRYEVRBIV3TQGLOFQIPVAITBRJUMTI6V7A2X6Z,1
unobtanium,413,Unobtanium,UNO,"""unobtanium-logo.png""",,,,,,,http://chainz.cryptoid.info/uno/,1
hopr,414,HOPR,HOPR,"""hopr-logo.png""",,https://hoprnet.org/,https://docs.hoprnet.org/,https://twitter.com/hoprnet,https://t.me/hoprnet,,https://etherscan.io/token/0xf5581dfefd8fb0e4aec526be659cfab1f8c781da,1
instadapp,415,Instadapp,INST,"""instadapp-logo.png""",,https://instadapp.io/,,https://twitter.com/instadapp,,https://discord.com/invite/C76CeZc,https://etherscan.io/token/0x6f40d4A6237C257fff2dB00FA0510DeEECd303eb,1
hot-cross,416,Hot Cross,HOTCROSS,"""hot-cross-logo.png""",,https://hotcross.com/,https://www.notion.so/hotcross/Understanding-the-HOTCROSS-Token-f1325f8067204745ae4dd227d62c26a4,https://twitter.com/hotcrosscom,https://t.me/HotCross,,https://etherscan.io/address/0x4297394c20800e8a38a619a243e9bbe7681ff24e,1
unizen,417,Unizen,ZCX,"""unizen-logo.png""",,https://unizen.io,,https://twitter.com/unizen_io,https://t.me/unizen_io,,https://etherscan.io/token/0xc52c326331e9ce41f04484d3b5e5648158028804,1
zelwin,418,Zelwin,ZLW,"""zelwin-logo.png""",,https://zelwin.com/,,https://twitter.com/ZELWINofficial,https://t.me/zelwinchat,,https://etherscan.io/token/0x5319e86F0e41a06E49eb37046b8c11D78bcAd68C,1
matrix-ai-network,419,Matrix AI Network,MAN,"""matrix-ai-network-logo.png""",,https://www.matrix.io/,https://1369953351-files.gitbook.io/~/files/v0/b/gitbook-x-prod.appspot.com/o/spaces%2FT5LtcFS1DoKk05KGaZdm%2Fuploads%2FOnsRSLdWol2UnvQRYM9t%2FMatrix%203.0%20Roadmap%20Full%20EN.pdf?alt=media&token=ef0cf8d3-81e0-473a-9da5-5ffad4dffe50,https://twitter.com/MatrixAINetwork,https://t.me/matrixainetwork,https://discord.com/invite/pz3a3GDGj8,https://etherscan.io/token/0xe25bcec5d3801ce3a794079bf94adf1b8ccd802d,1
rubic,420,Rubic,RBC,"""rubic-logo.png""",,https://rubic.exchange/,https://docs.rubic.finance/,https://twitter.com/CryptoRubic,https://t.me/cryptorubic_chat,,https://etherscan.io/token/0xa4eed63db85311e22df4473f87ccfc3dadcfa3e3,1
tether-gold,421,Tether Gold,XAUT,"""tether-gold-logo.png""",,https://gold.tether.to/,,https://twitter.com/tethergold,,,https://etherscan.io/token/0x4922a015c4407f87432b179bb209e125432e4a2a,1
gamee,422,GAMEE,GMEE,"""gamee-logo.png""",,https://www.gamee.com/,https://wiki.gamee.com/,https://twitter.com/gameetoken,https://t.me/gameetoken,,https://etherscan.io/token/0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373,1
steth,423,Lido Staked ETH,STETH,"""steth-logo.png""",,https://lido.fi/,https://lido.fi/static/Lido:Ethereum-Liquid-Staking.pdf,https://twitter.com/lidofinance,https://t.me/lidofinance,,https://etherscan.io/token/0xae7ab96520de3a18e5e111b5eaab095312d7fe84,1
sola-token,424,Sola Token,SOL.,"""sola-token-logo.png""",,,,,,,https://etherscan.io/token/0x1f54638b7737193ffd86c19ec51907a7c41755d8,1
bitcoin-bep2,425,Bitcoin BEP2,BTCB,"""bitcoin-bep2-logo.png""",,https://bitcoin.org/en/,,,,,https://explorer.binance.org/asset/BTCB-1DE,1
frax,426,Frax,FRAX,"""frax-logo.png""",,https://frax.finance,https://docs.frax.finance/overview,https://twitter.com/fraxfinance,https://t.me/fraxfinance,,https://etherscan.io/token/0x853d955acef822db058eb8505911ed77f175b99e,1
bitcoin-gold,427,Bitcoin Gold,BTG,"""bitcoin-gold-logo.png""",,https://bitcoingold.org/,https://github.com/BTCGPU/BTCGPU/wiki/Technical-Spec,https://twitter.com/bitcoingold,https://t.me/BitcoinGoldHQ,,https://explorer.bitcoingold.org/insight/,1
metisdao,428,Metis,METIS,"""metisdao-logo.png""",,https://www.metis.io,https://drive.google.com/file/d/1LS7CmKFt-FkfVXxSNu06hNgoZXxMzTC-/view,https://twitter.com/Metisl2,https://t.me/Metisl2,,https://etherscan.io/token/0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,1
fei-protocol,429,Fei Protocol,FEI,"""fei-protocol-logo.png""",,,,,,,https://etherscan.io/token/0x956F47F50A910163D8BF957Cf5846D573E7f87CA,1
mx-token,430,MX TOKEN,MX,"""mx-token-logo.png""",,https://www.mexc.com,,https://twitter.com/MEXC_Official,https://t.me/MEXCofficialNews,https://discord.com/invite/Hs2e93Xav5,https://etherscan.io/token/0x11eef04c884e24d9b7b4760e7476d06ddf797f36,1
tribe,431,Tribe,TRIBE,"""tribe-logo.png""",,https://fei.money/,https://fei.money/static/media/whitepaper.7d5e2986.pdf,https://twitter.com/feiprotocol,https://t.me/feiprotocol,,https://etherscan.io/token/0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,1
convex-finance,432,Convex Finance,CVX,"""convex-finance-logo.png""",,https://www.convexfinance.com/,,https://twitter.com/convexfinance,https://t.me/convexEthChat,https://discord.com/invite/WHwgFwRG6h,https://etherscan.io/token/0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,1
bolenum,433,Bolenum,BLN,"""base-logo.png""",,,,,,,https://etherscan.io/token/0xCA29db4221c111888a7e80b12eAc8a266Da3Ee0d,1
joe,434,JOE,JOE,"""joe-logo.png""",,https://www.traderjoexyz.com/,,https://twitter.com/traderjoe_xyz,,https://discord.com/invite/GHZceZhbZU,https://cchain.explorer.avax.network/tokens/0x6e84a6216eA6dACC71eE8E6b0a5B7322EEbC0fDd/token-transfers,1
ark,435,Ark,ARK,"""ark-logo.png""",,http://ark.io/,https://arkscic.com/Whitepaper.pdf,https://twitter.com/ArkEcosystem,https://t.me/arkannouncements,,https://explorer.ark.io/,1
cream-finance,436,Cream Finance,CREAM,"""cream-finance-logo.png""",,https://cream.finance/,https://docs.cream.finance/,https://twitter.com/CreamdotFinance,,https://discord.com/invite/W44TyPh,,1
constellation,437,Constellation,DAG,"""constellation-logo.png""",,https://www.constellationnetwork.io,,https://twitter.com/Conste11ation,https://t.me/constellationcommunity,,https://etherscan.io/token/0xa8258abc8f2811dd48eccd209db68f25e3e34667,1
syntropy,438,Syntropy,NOIA,"""syntropy-logo.png""",,http://syntropynet.com/,https://docs.syntropynet.com/docs,https://twitter.com/Syntropynet,https://t.me/SyntropyNet,https://discord.com/invite/Ze7Kswye8B,https://etherscan.io/token/0xa8c8CfB141A3bB59FEA1E2ea6B79b5ECBCD7b6ca,1
dkargo,439,dKargo,DKA,"""dkargo-logo.png""",,https://dkargo.io/en,https://dkargo.io/resources/dkargo_wp_en_new.pdf,https://twitter.com/dKargo_Official,https://t.me/dKargo_Official_KR,,https://etherscan.io/token/0x5dc60C4D5e75D22588FA17fFEB90A63E535efCE0,1
milk-alliance,440,MiL.k,MLK,"""milk-alliance-logo.png""",,http://milkalliance.io/,http://milkalliance.io/dist/pdf/White%20Paper_Mil.k%20Alliance_v0.9.7.pdf,,https://t.me/milkallianceeng,,https://scan.luniverse.io/tokens/0x2D768b4ab787771631A28022092BF295d6F72D55,1
pangolin,441,Pangolin,PNG,"""pangolin-logo.png""",,https://pangolin.exchange/,https://docs.pangolin.exchange/,https://twitter.com/pangolindex,https://t.me/pangolindexV2,https://discord.com/invite/PARrDYYbfw,https://avascan.info/blockchain/c/txs,1
medibloc,442,MediBloc,MED,"""medibloc-logo.png""",,https://medibloc.com/,https://medibloc-homepage.oss-us-west-1.aliyuncs.com/whitepaper/medibloc_whitepaper_en.pdf,https://twitter.com/_medibloc,https://t.me/medibloc,,https://explorer.qtum.org/token/QQvbcXesB5BbRF3niHcbsfgaJv85gbbuTs,1
orbs,443,Orbs,ORBS,"""orbs-logo.png""",,https://www.orbs.com/,https://www.orbs.com/white-papers,https://twitter.com/orbs_network,https://t.me/OrbsNetwork,,https://etherscan.io/token/0xff56cc6b1e6ded347aa0b7676c85ab0b3d08b0fa,1
loom-network,444,Loom Network,LOOM,"""loom-network-logo.png""",,https://loomx.io/,https://medium.com/loom-network/introducing-loom-network-scaling-ethereum-today-9ea26b5b57c,https://twitter.com/loomnetwork,https://t.me/loomnetwork,,https://etherscan.io/token/0xa4e8c3ec456107ea67d3075bf9e3df3a75823db0,1
gemini-dollar,445,Gemini Dollar,GUSD,"""gemini-dollar-logo.png""",,https://www.gemini.com/dollar,https://gemini.com/wp-content/themes/gemini/assets/img/dollar/gemini-dollar-whitepaper.pdf,https://twitter.com/Gemini,https://t.me/geminiofficial_APAC,,https://etherscan.io/token/0x056Fd409E1d7A124BD7017459dFEa2F387b6d5Cd,1
ethernity-chain,446,Ethernity Chain,ERN,"""ethernity-chain-logo.png""",,,,,,,https://etherscan.io/token/0xbbc2ae13b23d715c30720f079fcd9b4a74093505,1
wrapped-nxm,447,Wrapped NXM,WNXM,"""wrapped-nxm-logo.png""",,https://nexusmutual.io/,,https://twitter.com/NexusMutual,,,https://etherscan.io/token/0x0d438f3b5175bebc262bf23753c1e53d03432bde,1
quarkchain,448,QuarkChain,QKC,"""quarkchain-logo.png""",,https://quarkchain.io/,https://quarkchain.io/wp-content/uploads/2018/11/QUARK-CHAIN-Public-Version-0.3.5.pdf,https://twitter.com/Quark_Chain,https://t.me/quarkchainio,,https://etherscan.io/token/0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664,1
cofound-it,449,Cofound.it,CFI,"""cofound-it-logo.png""",,,,,,,https://etherscan.io/token/0x12fef5e57bf45873cd9b62e9dbd7bfb99e32d73e,1
props,450,Props Token,PROPS,"""props-logo.png""",,https://www.propsproject.com/,,https://twitter.com/propsproject,https://t.me/propsproject,,https://etherscan.io/token/0x6fe56c0bcdd471359019fcbc48863d6c3e9d4f41,1
hunt,451,Hunt Town,HUNT,"""hunt-logo.png""",,https://hunt.town/,https://docs.hunt.town/,https://twitter.com/steemhunt,https://t.me/steemhunt,,https://etherscan.io/token/0x9aab071b4129b083b01cb5a0cb513ce7eca26fa5,1
cobak-token,452,Cobak Token,CBK,"""cobak-token-logo.png""",,https://cobak.co.kr/,https://storage.cobak.co/custom_upload/1599808473023280_729b6827ea.pdf,https://twitter.com/CobakOfficial,,,https://etherscan.io/token/0xD85a6Ae55a7f33B0ee113C234d2EE308EdeAF7fD,1
maple,453,Maple,MPL,"""base-logo.png""",,https://maple.finance/,https://maple-finance.gitbook.io/maple/,https://twitter.com/maplefinance,https://t.me/maplefinance,,https://etherscan.io/token/0x33349b282065b0284d756f0577fb39c158f935e6,1
sharder,454,Sharder,SS,"""sharder-logo.png""",,,,,,,https://etherscan.io/token/0xbbff862d906e348e9946bfb2132ecb157da3d4b4,1
flamingo,455,Flamingo,FLMM,"""flamingo-logo.png""",,,,,,,https://neotube.io/nep5/4d9eab13620fe3569ba3b0e56e2877739e4145e3/page/1,1
gamefi,456,GameFi.org,GAFI,"""gamefi-logo.png""",,https://gamefi.org/,,https://twitter.com/GameFi_Official,https://t.me/GameFi_Official,,https://bscscan.com/token/0x89af13a10b32f1b2f8d1588f93027f69b6f4e27e,1
supercoin,457,SuperCoin,SUPER.,"""supercoin-logo.png""",,,,,,,https://chainz.cryptoid.info/super/,1
bytecoin-bcn,458,Bytecoin,BCN,"""bytecoin-bcn-logo.png""",,https://bytecoin.org/,https://bytecoin.org/old/whitepaper.pdf,https://twitter.com/Bytecoin_BCN,https://t.me/bytecoin_chat,,https://explorer.bytecoin.org/,1
aergo,459,Aergo,AERGO,"""aergo-logo.png""",,https://www.aergo.io/,https://paper.aergo.io/AERGO_Whitepaper_v5.2.pdf,https://twitter.com/AERGO_IO,https://t.me/aergoofficial,,https://etherscan.io/token/0x91af0fbb28aba7e31403cb457106ce79397fd4e6,1
defichain,460,DeFiChain,DFI,"""defichain-logo.png""",,https://defichain.com/,https://www.defichain.com/white-paper/,https://twitter.com/defichain,https://t.me/defiblockchain,,http://explorer.defichain.io/,1
pirate-chain,461,Pirate Chain,ARRR,"""pirate-chain-logo.png""",,https://piratechain.com/,https://piratechain.com/whitepaper/,https://twitter.com/PirateChain,https://t.me/piratechain,https://discord.com/invite/sqrCJce,http://pirate.explorer.dexstats.info/,1
deapcoin,462,DEAPcoin,DEP,"""deapcoin-logo.png""",,https://dea.sg/,https://playmining.gitbook.io/whitepaper/,https://twitter.com/PlayMining_SG,https://t.me/DEAP001,,https://etherscan.io/token/0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,1
circuits-of-value,463,Circuits of Value,COVAL,"""base-logo.png""",,https://circuitsofvalue.com/,,https://twitter.com/circuitsofvalue,https://t.me/Coval_Chat,,https://xchain.io/asset/COVALC,1
coinex-token,464,CoinEx Token,CET,"""coinex-token-logo.png""",,https://www.coinex.org/,,https://twitter.com/coinexcom,https://t.me/TheCoinEx,,https://etherscan.io/token/0x081f67afa0ccf8c7b17540767bbe95df2ba8d97f,1
susd,465,sUSD,SUSD,"""susd-logo.png""",,https://www.synthetix.io/,,https://twitter.com/synthetix_io,,,https://etherscan.io/token/0x57Ab1ec28D129707052df4dF418D58a2D46d5f51,1
groestlcoin,466,Groestlcoin,GRS,"""groestlcoin-logo.png""",,https://www.groestlcoin.org/,http://www.groestl.info/groestl-implementation-guide.pdf,https://twitter.com/GroestlcoinTeam,https://t.me/groestl,https://discord.com/invite/vCKxQBz,https://chainz.cryptoid.info/grs/,1
moss-coin,467,Moss Coin,MOC,"""moss-coin-logo.png""",,https://moss.land,https://moss.land/intro,https://twitter.com/theMossland,,,https://etherscan.io/token/0x865ec58b06bf6305b886793aa20a2da31d034e68,1
velas,468,Velas,VLX,"""velas-logo.png""",,https://velas.com,https://drive.google.com/file/d/1gPxFKW8wSRF_iQY5fu4fV-Il33psyA-u/view,https://twitter.com/VelasBlockchain,https://t.me/VelasDevelopers,,https://explorer.velas.com/,1
alpha-quark-token,469,Alpha Quark Token,AQT,"""alpha-quark-token-logo.png""",,https://alphaquark.io/,https://github.com/alphaquark,https://twitter.com/Alphaquark_,https://t.me/AlphaQuark,,https://etherscan.io/token/0x2a9bDCFF37aB68B95A53435ADFd8892e86084F93,1
pivx,470,PIVX,PIVX,"""pivx-logo.png""",,https://pivx.org,https://pivx.org/whitepaper,https://twitter.com/_pivx,https://t.me/PIVXChat,,https://explorer.pivx.org/,1
wrapped-ncg,471,Nine Chronicles,WNCG,"""wrapped-ncg-logo.png""",,https://nine-chronicles.com/,https://gold.nine-chronicles.com/,https://twitter.com/NineChronicles,,https://discord.com/invite/planetarium,https://etherscan.io/token/0xf203ca1769ca8e9e8fe1da9d147db68b6c919817,1
mango-markets,472,Mango,MNGO,"""mango-markets-logo.png""",,https://mango.markets/,https://docs.mango.markets/litepaper,https://twitter.com/mangomarkets,,,https://explorer.solana.com/address/MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac/largest,1
fc-barcelona-fan-token,473,FC Barcelona Fan Token,BAR,"""fc-barcelona-fan-token-logo.png""",,https://chiliz.com,,https://twitter.com/chiliz,https://t.me/chiliztrade,,https://explorer.chiliz.com/tokens/0xecc000ebd318bee2a052eb174a71faf2c3c9e898/token_transfers,1
axel,474,AXEL,AXEL,"""axel-logo.png""",,https://www.axel.org/,https://www.axel.org/white-paper/,https://twitter.com/axelunlimited,https://t.me/axelnetwork,,https://explorer.axel.network/,1
revolution-populi,475,Revolution Populi,RVP,"""revolution-populi-logo.png""",,,,,,,https://etherscan.io/token/0x17ef75aa22dd5f6c2763b8304ab24f40ee54d48a,1
airswap,476,AirSwap,AST,"""airswap-logo.png""",,https://www.airswap.io/,https://docs.airswap.io,https://twitter.com/airswap,https://t.me/airswap,,https://etherscan.io/token/0x27054b13b1b798b345b591a4d22e6562d47ea75a,1
deepbrain-chain,477,DeepBrain Chain,DBC,"""deepbrain-chain-logo.png""",,https://www.deepbrainchain.org/,https://www.deepbrainchain.org/assets/pdf/DeepBrainChainWhitepaper_en.pdf,https://twitter.com/DeepBrainChain,https://t.me/deepbrainchainglobal,,https://neotracker.io/asset/b951ecbbc5fe37a9c280a76cb0ce0014827294cf,1
monacoin,478,MonaCoin,MONA,"""monacoin-logo.png""",,http://monacoin.org,https://monacoin.org/#about,,,,https://mona.chainsight.info/,1
kleros,479,Kleros,PNK,"""kleros-logo.png""",,https://kleros.io/,https://kleros.io/assets/whitepaper.pdf,https://twitter.com/Kleros_io,https://t.me/kleros,,https://etherscan.io/token/0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,1
shyft-network,480,Shyft Network,SHFT,"""shyft-network-logo.png""",,https://www.shyft.network/,,https://twitter.com/shyftnetwork,https://t.me/shyftnetwork,,https://etherscan.io/token/0xb17C88bDA07D28B3838E0c1dE6a30eAfBCF52D85,1
cellframe,481,Cellframe,CELL,"""cellframe-logo.png""",,https://cellframe.net/,https://cellframe.net/files/CllfrmWPbeta%20(1).pdf,https://twitter.com/cellframenet,https://t.me/CellframeANN,,https://etherscan.io/token/0x26c8afbbfe1ebaca03c2bb082e69d0476bffe099,1
dragonchain,482,Dragonchain,DRGN,"""dragonchain-logo.png""",,https://dragonchain.com/,https://dragonchain.com/Dragonchain-Architecture.pdf,https://twitter.com/dragonchain,,,https://etherscan.io/token/0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,1
bytom,483,BytomDAO,BTM,"""bytom-logo.png""",,,,,,,https://etherscan.io/token/0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750,1
swftcoin,484,SwftCoin,SWFTC,"""swftcoin-logo.png""",,http://www.swft.pro/,http://www.swft.pro/images/SWFT%20WhitePaper.pdf,https://twitter.com/swftcoin,https://t.me/swftswap_CN,,https://etherscan.io/token/0x0bb217E40F8a5Cb79Adf04E1aAb60E5abd0dfC1e,1
hermez-network,485,Hermez Network,HEZ,"""hermez-network-logo.png""",,https://hermez.io/,https://hermez.io/hermez-whitepaper.pdf,https://twitter.com/hermez_network,https://t.me/hermeznetwork,,https://etherscan.io/token/0xEEF9f339514298C6A857EfCfC1A762aF84438dEE,1
viberate,486,Viberate,VIB,"""viberate-logo.png""",,https://www.viberate.com/,https://www.viberate.io/pdf/Viberate.io_Whitepaper.pdf,https://twitter.com/viberate,https://t.me/ViberateOfficial,,https://etherscan.io/token/0x2c974b2d0ba1716e644c1fc59982a89ddd2ff724,1
hegic,487,Hegic,HEGIC,"""hegic-logo.png""",,https://www.hegic.co/,,https://twitter.com/HegicOptions,https://t.me/HegicOptions,https://discord.com/invite/znjdj8q,https://etherscan.io/token/0x584bC13c7D411c00c01A62e8019472dE68768430,1
